metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_connecting,1786866051,0.285000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866051,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866051,0.055000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866051,4018732.924000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866051,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866051,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866051,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866051,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866051,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866051,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866051,60001.169958,,,,,,,,,default,,,,,,,
iterations,1786866051,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866051,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866051,4018733.013000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866051,0.144000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866051,0.112000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866051,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866051,0.042000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866051,4018732.971000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866051,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866051,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866051,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866051,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866051,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866051,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866051,60000.717750,,,,,,,,,default,,,,,,,
iterations,1786866051,1.000000,,,,,,,,,default,,,,,,,
vus,1786866052,69.000000,,,,,,,,,,,,,,,,
vus_max,1786866052,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866052,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866052,4018734.939000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866052,0.247000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866052,0.213000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866052,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866052,0.043000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866052,4018734.896000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866052,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866052,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866052,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866052,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866052,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866052,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866052,60002.876667,,,,,,,,,default,,,,,,,
iterations,1786866052,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866052,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866052,4018733.640000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866052,0.346000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866052,0.257000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866052,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866052,0.067000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866052,4018733.573000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866052,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866052,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866052,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866052,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866052,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866052,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866052,60001.604125,,,,,,,,,default,,,,,,,
iterations,1786866052,1.000000,,,,,,,,,default,,,,,,,
vus,1786866053,70.000000,,,,,,,,,,,,,,,,
vus_max,1786866053,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866053,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866053,4018734.755000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866053,0.436000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866053,0.359000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866053,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866053,0.059000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866053,4018734.696000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866053,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866053,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866053,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866053,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866053,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866053,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866053,60003.056833,,,,,,,,,default,,,,,,,
iterations,1786866053,1.000000,,,,,,,,,default,,,,,,,
vus,1786866054,71.000000,,,,,,,,,,,,,,,,
vus_max,1786866054,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866054,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866054,4018730.895000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866054,2.461000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866054,2.352000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866054,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866054,0.086000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866054,4018730.809000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866054,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866054,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866054,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866054,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866054,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866054,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866054,60001.278541,,,,,,,,,default,,,,,,,
iterations,1786866054,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866054,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866054,4018732.932000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866054,0.268000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866054,0.201000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866054,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866054,0.071000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866054,4018732.861000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866054,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866054,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866054,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866054,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866054,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866054,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866054,60000.678583,,,,,,,,,default,,,,,,,
iterations,1786866054,1.000000,,,,,,,,,default,,,,,,,
vus,1786866055,73.000000,,,,,,,,,,,,,,,,
vus_max,1786866055,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866055,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866055,4018733.170000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866055,0.502000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866055,0.381000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866055,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866055,0.123000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866055,4018733.047000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866055,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866055,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866055,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866055,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866055,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866055,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866055,60001.505459,,,,,,,,,default,,,,,,,
iterations,1786866055,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866055,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866055,4018732.966000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866055,0.401000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866055,0.303000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866055,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866055,0.065000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866055,4018732.901000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866055,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866055,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866055,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866055,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866055,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866055,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866055,60000.783000,,,,,,,,,default,,,,,,,
iterations,1786866055,1.000000,,,,,,,,,default,,,,,,,
vus,1786866056,74.000000,,,,,,,,,,,,,,,,
vus_max,1786866056,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866056,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866056,4018733.308000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866056,0.358000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866056,0.303000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866056,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866056,0.042000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866056,4018733.266000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866056,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866056,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866056,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866056,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866056,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866056,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866056,60001.554417,,,,,,,,,default,,,,,,,
iterations,1786866056,1.000000,,,,,,,,,default,,,,,,,
vus,1786866057,75.000000,,,,,,,,,,,,,,,,
vus_max,1786866057,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866057,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866057,4018733.809000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866057,0.530000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866057,0.408000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866057,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866057,0.153000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866057,4018733.656000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866057,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866057,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866057,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866057,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866057,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866057,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866057,60002.394666,,,,,,,,,default,,,,,,,
iterations,1786866057,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866057,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866057,4018732.909000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866057,0.238000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866057,0.186000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866057,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866057,0.042000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866057,4018732.867000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866057,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866057,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866057,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866057,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866057,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866057,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866057,60000.700459,,,,,,,,,default,,,,,,,
iterations,1786866057,1.000000,,,,,,,,,default,,,,,,,
vus,1786866058,77.000000,,,,,,,,,,,,,,,,
vus_max,1786866058,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866058,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866058,4018734.907000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866058,0.245000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866058,0.211000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866058,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866058,0.031000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866058,4018734.876000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866058,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866058,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866058,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866058,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866058,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866058,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866058,60002.677959,,,,,,,,,default,,,,,,,
iterations,1786866058,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866058,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866058,4018733.602000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866058,0.474000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866058,0.355000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866058,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866058,0.057000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866058,4018733.545000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866058,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866058,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866058,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866058,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866058,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866058,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866058,60001.788667,,,,,,,,,default,,,,,,,
iterations,1786866058,1.000000,,,,,,,,,default,,,,,,,
vus,1786866059,78.000000,,,,,,,,,,,,,,,,
vus_max,1786866059,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866059,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866059,112002.864000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866059,0.244000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866059,0.200000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866059,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866059,0.046000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866059,112002.818000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866059,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866059,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866059,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866059,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866059,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866059,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866059,60001.794375,,,,,,,,,default,,,,,,,
iterations,1786866059,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866060,112002.324000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866060,0.356000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866060,0.265000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866060,0.074000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866060,112002.250000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866060,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866060,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866060,195.000000,,,,,,,,,default,,,,,,,
data_received,1786866060,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866060,60001.524875,,,,,,,,,default,,,,,,,
iterations,1786866060,1.000000,,,,,,,,,default,,,,,,,
vus,1786866060,79.000000,,,,,,,,,,,,,,,,
vus_max,1786866060,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866060,112001.781000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866060,0.390000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866060,0.282000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866060,0.073000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866060,112001.708000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866060,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866060,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866060,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866060,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866060,60000.850208,,,,,,,,,default,,,,,,,
iterations,1786866060,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866060,112001.775000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866060,0.381000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866060,0.309000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866060,0.072000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866060,112001.703000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866060,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866060,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866060,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866060,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866060,60000.424709,,,,,,,,,default,,,,,,,
iterations,1786866060,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866060,112003.993000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866060,0.372000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866060,0.268000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866060,0.074000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866060,112003.919000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866060,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866060,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866060,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866060,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866060,195.000000,,,,,,,,,default,,,,,,,
data_received,1786866060,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866060,60003.061417,,,,,,,,,default,,,,,,,
iterations,1786866060,1.000000,,,,,,,,,default,,,,,,,
vus,1786866061,81.000000,,,,,,,,,,,,,,,,
vus_max,1786866061,200.000000,,,,,,,,,,,,,,,,
http_reqs,1786866061,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866061,112003.779000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866061,0.338000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866061,0.236000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866061,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866061,0.091000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866061,112003.688000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866061,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866061,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866061,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866061,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866061,196.000000,,,,,,,,,default,,,,,,,
data_received,1786866061,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866061,60002.717125,,,,,,,,,default,,,,,,,
iterations,1786866061,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866061,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866061,112004.076000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866061,0.155000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866061,0.108000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866061,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866061,0.038000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866061,112004.038000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866061,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_failed,1786866061,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
checks,1786866061,0.000000,login: status 200,,,,,,,,default,,,,,,,
checks,1786866061,0.000000,login: token present,,,,,,,,default,,,,,,,
data_sent,1786866061,195.000000,,,,,,,,,default,,,,,,,
data_received,1786866061,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1786866061,60002.498209,,,,,,,,,default,,,,,,,
iterations,1786866061,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1786866061,1.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_duration,1786866061,112002.818000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_blocked,1786866061,0.426000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_connecting,1786866061,0.327000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_tls_handshaking,1786866061,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_sending,1786866061,0.078000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_waiting,1786866061,112002.740000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
http_req_receiving,1786866061,0.000000,,request timeout,1050,false,,POST,login,,default,,0,,,login,,
